id,code_name,country,capital_address,tutor_id
739,216v191bgt,French Southern Territories,"San Juan Bautista, Columbus Road 7",39472
740,55nugsvg15,Greenland,"Los Angeles, 1st Park 85",9182
741,h39aowa1h1,Guinea,"San Joaquin, Sommers Terrace 76",47156
742,9ey7ii2y8g,Åland,"Pittsburg, Westridge Drive 53",47977
743,ebg226qjv9,Jamaica,"Victorville, Buhler Avenue 49",35562
744,eigk8iihfg,Philippines,"Lake Forest, Fallview Trail 60",37059
745,zs6287t6u5,Guinea-Bissau,"Corte Madera, Eagan Point 48",46784
746,v47odoif6l,Czech Republic,"Temple City, Hazelcrest Circle 13",52963
747,oh9we4z2c3,Mongolia,"Loma Linda, Summit Park 20",23442
748,yii5vhk00m,United States of America,"City of Industry, Washington Road 88",2210
749,fniyvqs4rt,Senegal,"Vernon, Jay Terrace 21",56623
750,p81t6h1q36,Maldives,"Pacifica, Meadow Vale Hill 89",45148
751,8w48hhi726,Guinea,"Imperial Beach, Union Park 63",28096
752,2uo3ep9xdo,Mexico,"Gustine, Jenna Center 58",7888
753,y6c4oszu66,Barbados,"Patterson, Johnson Road 82",15206
754,3xvlb00jlk,Equatorial Guinea,"Irvine, Shelley Trail 19",11014
755,ksn11skdjv,"Korea, North","Buena Park, Menomonie Way 30",3152
756,1i8aberuih,Armenia,"National City, Paget Crossing 13",44973
757,7icmnedpxz,Yugoslavia,"Oceanside, Bellgrove Plaza 86",44157
758,ebb4c98gtn,Turkmenistan,"Redlands, Moulton Court 95",26791
759,wv44rj2om6,Northern Mariana Islands,"San Ramon, Reindahl Terrace 40",18401
760,jitlxhoaoa,Denmark,"Claremont, Hallows Lane 55",13465
761,ie3astwcf9,Croatia,"Baldwin Park, Fairview Way 96",29703
762,2j0o7evt0v,Guernsey,"Coachella, Division Drive 7",37045
763,4j2ymvudpd,Finland,"Kingsburg, Mariners Cove Circle 10",43888
764,maz70z2d1q,Colombia,"Barstow, Lake View Road 9",13546
765,dcarwpokz4,Germany,"Calipatria, Fallview Center 31",22902
766,is66efd9py,Pakistan,"Bakersfield, Little Fleur Way 40",3724
767,kno4uh61xg,Angola,"Carlsbad, Pearson Alley 86",50109
768,qvly5rgmog,Saint Martin,"Rolling Hills Estates, Fairfield Terrace 56",27078
769,q6lqp0wx6s,Uzbekistan,"McFarland, Eagle Crest Trail 22",23664
770,i3l0ewuu3a,Jersey,"Ojai, Merchant Pass 54",6337
771,oitv7xglv8,Kiribati,"Hemet, Northland Way 38",19627
772,98ck16311d,Gibraltar,"Lodi, Helena Crossing 49",9693
773,hfcaeh7ilh,Armenia,"San Leandro, Mesta Alley 20",59502
774,0lnosoihg9,South Africa,"Tiburon, Golf Road 51",49831
775,vsrx8aancr,Monaco,"Lynwood, Kingsford Avenue 14",8033
776,2smlmqttau,Botswana,"City of Commerce, Linden Way 34",37889
777,lw4k0ojat5,Turkmenistan,"Compton, Coolidge Street 35",6969
778,ibfa8dgnos,Israel,"Lynwood, Almo Place 64",593
779,z2kea7530h,Moldova,"Claremont, Dwight Trail 52",50972
780,w9hrmv09ku,Pitcairn Island,"Rio Dell, Merrick Avenue 23",53977
781,x9irkxo4dr,Puerto Rico,"Covina, Straubel Parkway 55",2273
782,dk3ozlcu6q,San Marino,"St. Helena, Brown Circle 68",45215
783,lv153yrdlj,American Samoa,"Fort Bragg, Golf Junction 77",31374
784,ui17j22ice,Japan,"Moorpark, Dayton Parkway 58",17222
785,l6yq9azif0,China,"Watsonville, Arapahoe Trail 51",57310
786,kyh7yg62as,Poland,"Half Moon Bay, Upham Way 91",33712
787,978mxdqruz,Uruguay,"Loyalton, Swallow Crossing 16",691
788,uw2qjydax8,Bulgaria,"San Gabriel, International Parkway 67",26143
789,d47jsq4bdl,Canada,"California City, Grasskamp Junction 4",54995
790,mc9h5ukbwo,Ukraine,"Yucaipa, Bluestem Center 40",49286
791,5if1mh9etf,Svalbard and Jan Mayen Islands,"Santa Cruz, Darwin Way 58",45588
792,8h394y0le3,Burundi,"Westmorland, Daystar Lane 74",18105
793,iwjt3xa3uv,Czech Republic,"Folsom, Claremont Alley 26",56594
794,a0cl5i9rh8,Niue,"San Bruno, Anhalt Way 33",49386
795,v04sest4t0,Sri Lanka,"South El Monte, Acker Road 19",44922
796,z0c2upt5gu,Belgium,"Porterville, Fieldstone Drive 77",13688
797,7q3e0f9d6l,Morocco,"Escalon, Sunfield Circle 89",21269
798,mw15fex24u,Syria,"Redlands, Ridgeview Lane 25",6309
799,z701ol4itc,Norfolk Island,"Indio, Sage Way 45",34057
800,pb9yppxye0,Ethiopia,"Greenfield, Milwaukee Lane 84",42339
801,unmutk6i2i,Oman,"Monterey, Waxwing Center 1",41569
802,hqjov1erfi,Romania,"Santa Monica, Morrow Plaza 79",48857
803,bkg42dqwxk,Thailand,"Lomita, Donald Point 73",9286
804,xm3cs0c5g4,Japan,"Woodlake, Northport Alley 62",37079
805,3863ewqgx2,Palau,"Tulare, Graceland Park 60",23227
806,g58ihe2yiw,Cuba,"Winters, Melody Place 74",25122
807,2es4nrhwt0,Peru,"Seal Beach, Everett Crossing 6",1847
808,9hp0n6i2fp,Tajikistan,"Rio Vista, Monterey Plaza 2",12320
809,1sjhcbp2k2,Antarctica,"Solana Beach, Lakeland Terrace 42",18284
810,jl7rpd41m6,Liberia,"La Puente, Bay Court 52",33536
811,1c0ht260e3,Tuvalu,"Red Bluff, Harbort Park 27",35507
812,w8um63ffkp,Morocco,"Downey, Crest Line Pass 96",45730
813,5x4ajujcnp,Bolivia,"Folsom, Magdeline Alley 36",14873
814,1z2gakeae5,Syria,"Millbrae, Division Center 97",58389
815,xw6s0oewe1,Bouvet Island,"Wheatland, Elka Trail 31",2599
816,x4nz5bfjgr,Micronesia,"Riverside, Aberg Trail 93",37647
817,mfw9b0zo61,Slovenia,"Pleasanton, Del Mar Crossing 19",17441
818,yhlzfjjwjf,Ireland,"Huntington Park, Jay Pass 85",32912
819,s589rqvhp1,Guadeloupe,"Norco, Texas Center 46",44810
820,hkfmw5d2s6,Vatican City State (Holy See),"Yuba City, Donald Hill 19",31178
821,poxdgqk4er,Tunisia,"Healdsburg, Quincy Pass 85",18311
822,qvmgwn49l1,Georgia,"Rialto, Golf Avenue 35",19334
823,k418y72opr,Andorra,"Fontana, Eastlawn Road 33",12491
824,1arha00ifr,Samoa,"Arcadia, Elmside Place 14",39729
825,l7ud3jojs3,Uruguay,"La Mirada, 7th Point 59",33011
826,uuo85wsd0n,Taiwan,"Laguna Beach, Lakewood Gardens Place 66",36304
827,xwa57zv8sn,Dominican Republic,"Greenfield, Emmet Road 24",24808
828,3gzv2k39vn,Antigua and Barbuda,"Delano, Fairfield Drive 47",27310
829,big6a68z1m,Cameroon,"Wheatland, Brentwood Place 28",20390
830,ezczfpmnm5,"Palestinian Territory, Occupied","Santa Rosa, Calypso Lane 13",9446
831,eqzckbtzbc,Grenada,"Del Mar, Melody Pass 76",18805
832,f08igflmb4,Kyrgyzstan,"Pismo Beach, Waubesa Trail 86",44581
833,hr38x46y9y,Montenegro,"Windsor, Susan Pass 33",1345
834,0oog5bw6o0,Guinea,"Tustin, Hoard Circle 33",37850
835,4smckf3w8b,Iraq,"Walnut, Oakridge Court 75",31851
836,yj1uevjqic,Honduras,"Montebello, Rockefeller Hill 29",48728
837,f8cudqtx5f,Equatorial Guinea,"Tulelake, Nancy Trail 34",56433
838,posc94epvd,Bhutan,"South Pasadena, Clove Place 85",40937
839,n3fl78bxx8,Kiribati,"Ridgecrest, Norway Maple Crossing 62",24879
840,0uznz347xg,Finland,"Walnut, Forest Run Place 96",16125
841,7nlk06m4s0,Paraguay,"Bishop, Doe Crossing Road 3",45648
842,pfaskmfadm,Switzerland,"Lake Elsinore, Forest Run Lane 13",43749
843,vrn9v12fmb,Qatar,"Studio City, Orin Circle 43",41674
844,iw5i9zo3bm,Vatican City State (Holy See),"Alhambra, Cardinal Pass 37",47852
845,12bssp63zy,Malawi,"Belmont, Hermina Place 4",38673
846,eqpt3zeduj,Greenland,"Union City, Truax Court 24",26083
847,xnmegvhcvx,"Congo, Republic of","Holtville, Fuller Place 15",22902
848,9b8vveimwh,Slovakia,"San Fernando, Rowland Avenue 81",29664
849,6ln7asm6go,Cameroon,"Loomis, Crest Line Street 94",25618
850,p1k013qwtk,Guyana,"Goleta, Ramsey Terrace 30",3294
851,fv5d0eup2r,United Kingdom,"Waterford, Roxbury Point 65",31134
852,mden2pvn7b,Mauritania,"Ferndale, Service Hill 69",58833
853,6bh7ojy3xh,Portugal,"City of Commerce, Springs Point 22",39774
854,j9dowjfgu3,Denmark,"Santa Paula, Gulseth Lane 64",7201
855,tb4ajzyrgm,Suriname,"Fullerton, Brown Park 9",42235
856,sy81bxbkjh,Kiribati,"San Clemente, Lakewood Center 13",26543
857,6fug31qkzg,Senegal,"Laguna Beach, Goodland Crossing 77",57729
858,8s07v4zl0y,El Salvador,"Yucaipa, Schiller Parkway 75",29379
859,xsjx8uh076,British Indian Ocean Territory,"Fountain Valley, Old Gate Plaza 47",46456
860,67epm6gd6g,Belgium,"Maywood, Vernon Junction 77",14527
861,uauuf2uk1o,Peru,"Cotati, Prairieview Trail 87",40766
862,njqriixs1k,Bouvet Island,"Menlo Park, Arrowood Hill 93",29573
863,setijx8w6a,Thailand,"Redondo Beach, Bay Drive 99",31376
864,qsmi0zeoqa,Pitcairn Island,"Santa Barbara, 1st Avenue 60",14188
865,yqn51ht10q,Aruba,"Portola Valley, Tennessee Road 37",42102
866,mbmvhk77kf,Sao Tome and Principe,"Pismo Beach, Warbler Avenue 70",32259
867,5bekcgsi9k,Bulgaria,"Isleton, Coolidge Street 6",27085
868,8x0atsr60n,Jordan,"Sebastopol, Lukken Way 48",55621
869,kcfp42ewqz,Cuba,"Solvang, Nancy Trail 60",2971
870,ylzos0bzxp,Latvia,"McFarland, Vera Terrace 80",20531
871,kcn1y8ou46,Nicaragua,"Westmorland, Village Road 97",21636
872,x7izc5vthh,Germany,"San Bernardino, Esch Street 13",43254
873,hkgj65jq1f,Mozambique,"Williams, Hintze Trail 81",39892
874,hdfy2sxf3p,Palau,"Rolling Hills Estates, New Castle Avenue 2",55157
875,satj3v7u68,Mayotte,"Plymouth, Troy Avenue 3",5079
876,8gvz7t9i39,Benin,"San Rafael, Johnson Parkway 38",43550
877,cbjr4n94sy,Armenia,"Yucaipa, Randy Way 68",8796
878,6j303agxri,Antigua and Barbuda,"Escalon, Arizona Circle 94",34975
879,le9hoadwiv,Czech Republic,"Crescent City, Shoshone Park 71",53894
880,38wkbpxrpp,Bouvet Island,"Bakersfield, Hollow Ridge Crossing 16",16861
881,kjsnp94q5w,Kuwait,"Encinitas, Hallows Street 60",44663
882,5azmbgrauv,Guam,"El Centro, Lunder Court 47",33368
883,93u5buudwt,Turkmenistan,"Montague, Summer Ridge Crossing 21",37610
884,5kb89hzt7n,Saint Martin,"Azusa, Reinke Trail 39",56220
885,wl27bgvsug,Paraguay,"Eureka, Harper Parkway 17",14534
886,gidhadfgk0,Pakistan,"Carpinteria, Westridge Center 15",29653
887,9cj0n5xydx,Yemen,"San Bernardino, Goodland Plaza 71",21942
888,zuifuea848,Peru,"Burlingame, Hanover Lane 49",55616
889,o9bp4w1oaj,American Samoa,"Stockton, Mendota Parkway 90",19126
890,emy9e8jx7h,Saint Helena,"Gilroy, Mcguire Plaza 27",56422
891,2paunq213j,Gibraltar,"Lemon Grove, Columbus Way 9",55301
892,kbovtphs4c,Bermuda,"Marysville, Rockefeller Parkway 66",36759
893,ujg4ocawbr,South Africa,"Willits, Southridge Lane 40",46175
894,vr3le5ejsi,Norfolk Island,"Placentia, Hazelcrest Trail 84",42302
895,966w70153u,French Polynesia,"Waterford, Northridge Point 91",2949
896,4brbrdlj01,Isle of Man,"Seaside, Cambridge Place 88",24738
897,0tvb4ifb4x,Malta,"Oceanside, Dwight Alley 88",20351
898,g4e4jcdhxw,Cape Verde,"Compton, Briar Crest Alley 71",41147
899,t5alfv6io9,Mauritius,"Kingsburg, Rutledge Alley 2",28089
900,wpl2tfd1ol,Malta,"Ferndale, Calypso Parkway 59",27366
901,959lbnkctj,Slovakia,"Paramount, Superior Terrace 38",52453
902,9o99cgub92,Sri Lanka,"San Leandro, Eliot Drive 80",20324
903,etu4o9kld9,"Congo, Republic of","San Carlos, Moland Parkway 35",31869
904,fmx7rl2n32,Laos,"Norwalk, Briar Crest Center 60",49380
905,l4411t39ir,Tuvalu,"Tustin, Moulton Parkway 20",3449
906,ou9a719sh2,Uruguay,"Santa Paula, Stone Corner Lane 56",10298
907,gkh9ijbfmb,Cambodia,"Los Angeles, Rutledge Circle 74",48099
908,esj9lpwqh6,Somalia,"El Cerrito, Forster Place 83",51587
909,2xid9nacpw,Zimbabwe,"Seaside, Kingsford Circle 98",51685
910,gi8ygavy3s,United States Virgin Islands,"Reedley, Spaight Place 46",45568
911,52gfw3264h,Philippines,"La Cañada Flintridge, Hauk Way 64",11740
912,ceuevumal8,Tonga,"Atascadero, Knutson Court 24",58708
913,a301coeiim,Vatican City State (Holy See),"Sacramento, Lake View Crossing 14",18988
914,c2itvk6or4,Ecuador,"Manteca, Kings Plaza 8",40351
915,z519yinb62,Equatorial Guinea,"Clovis, Tony Street 15",23443
916,ymvj2lin76,Kenya,"Carpinteria, Waywood Hill 37",45050
917,xccz3ch1no,Guyana,"Madera, Daystar Avenue 20",21664
918,rcfa0f5zsp,Liberia,"Wheatland, Johnson Plaza 57",21445
919,o71586dqeq,Moldova,"Jackson, Dixon Place 26",53835
920,tjmvrlak7p,Afghanistan,"San Gabriel, Macpherson Lane 96",16709
921,vfhf8ro56g,Zambia,"Pacifica, Marquette Road 64",27198
922,hnij8qcgmq,Swaziland,"Laguna Woods, Norway Maple Court 71",31542
923,5g8bhtktyj,Iraq,"Grover Beach, Packers Circle 68",15519
924,9z7hco6llg,Svalbard and Jan Mayen Islands,"Palm Desert, Oneill Circle 35",1990
925,73yw4odgdv,Wallis and Futuna Islands,"Hawaiian Gardens, Quincy Terrace 63",20291
926,dbjjyam5bo,Saint Kitts and Nevis,"San Gabriel, Talmadge Junction 6",51565
927,vxxi1o4c77,British Virgin Islands,"Monte Sereno, Scofield Terrace 23",35405
928,q9ilelqztp,French Southern Territories,"Piedmont, Algoma Lane 79",7757
929,htzobnmfjq,Samoa,"Santa Barbara, Sachtjen Parkway 20",32681
930,ippkgk781y,Comoros,"Arcadia, North Terrace 88",1157
931,rzcxvcn7m1,United States of America,"Watsonville, Delaware Junction 74",3336
932,i8h5ljs5kr,Bermuda,"Rancho Mirage, Fairview Terrace 16",37355
933,sup9q9xsow,Bolivia,"Santa Paula, Grasskamp Avenue 28",6567
934,vuttjum79s,Pakistan,"Belvedere, Dixon Crossing 35",23334
935,iteqzlhf3c,Turks and Caicos Islands,"Atwater, Oak Hill 58",6222
936,bt2bost0da,Finland,"Goleta, Di Loreto Street 94",47827
937,19v7xnupkj,Cape Verde,"Concord, Vermont Pass 9",18798
938,dn7hkri3g9,Timor-Leste,"Colton, Vahlen Park 98",8372
939,khfjxytwpi,Israel,"San Luis Obispo, Scofield Parkway 87",14598
940,xlvaxibj1k,Sao Tome and Principe,"Firebaugh, Upham Street 54",59991
941,g9u1w30a1m,Northern Mariana Islands,"Gilroy, Surrey Hill 63",51863
942,hbgwodhmp6,Serbia,"Citrus Heights, Commercial Street 44",41641
943,uniq2raan9,Egypt,"Solvang, Commercial Point 96",19930
944,euxba06bk4,Samoa,"Aliso Viejo, Granby Street 98",5027
945,vy9qbv7jh7,Rwanda,"Truckee, Tomscot Trail 71",2342
946,o7sq3xj9s2,Wallis and Futuna Islands,"Salinas, Mariners Cove Court 4",23864
947,yr8pehn2bl,Kazakhstan,"Fontana, Fulton Avenue 56",5863
948,w64jex0hpq,Togo,"Stanton, Loftsgordon Way 93",56641
949,epujfdfmdw,Eritrea,"Hughson, Rusk Center 92",27947
950,7tyru2ao69,Moldova,"Placerville, Riverside Pass 34",4037
951,rmlv84jukv,United Arab Emirates,"Tulare, Kingsford Crossing 64",29194
952,87sz0vgfad,Seychelles,"Barstow, Hanson Circle 39",22586
953,82s7j1up9g,Netherlands Antilles,"Santa Cruz, Brickson Park Junction 99",26936
954,8njnzl171p,Montserrat,"Isleton, Colorado Park 63",39192
955,agdhk8ibxa,Bermuda,"Corte Madera, Main Drive 99",13963
956,opil593brc,Trinidad and Tobago,"Mill Valley, Buena Vista Hill 96",47263
957,24wan0yf0b,Saint Martin,"Modesto, Warner Way 21",43872
958,j8bccxdxpf,Myanmar,"Morro Bay, Northport Terrace 99",25205
959,r4wee2oetf,Nauru,"Cupertino, Texas Hill 83",48513
960,f2dh7lx375,Guadeloupe,"Taft, Moose Court 16",38909
961,acbla1za1u,Cape Verde,"San Rafael, American Ash Terrace 35",20918
962,a9lrl86i5w,Portugal,"Escondido, Lawn Drive 31",37960
963,fsu3kmj3bj,Uruguay,"McFarland, Amoth Circle 94",28702
964,0n0cpqc4xq,New Zealand,"Cathedral City, Debs Circle 43",9082
965,ikfvxozdet,Iraq,"Madera, Buena Vista Hill 10",24863
966,d2hfvciyh5,Mauritania,"Trinidad, Luster Drive 72",49261
967,wc7g4m7k4k,Guatemala,"Ferndale, Green Parkway 50",37364
968,q6dsmm3aii,Antigua and Barbuda,"Mill Valley, Bay Lane 52",10663
969,jbad2e9t60,USSR,"Calexico, David Terrace 33",19462
970,wvejwidkmi,Andorra,"Walnut, Kipling Way 27",24499
971,2o2zmmjvtl,Guinea,"Fort Bragg, Sage Plaza 98",57628
972,et031w6hug,Swaziland,"Fowler, Holy Cross Alley 97",9796
973,hsmnxtfwuu,Equatorial Guinea,"Oceanside, Saint Paul Crossing 69",57441
974,7b5at67hw7,Mexico,"Amador City, Jay Center 68",25683
975,546e5cs3m8,Malta,"Susanville, Arizona Trail 28",39929
976,v5b7v2bvty,Liechtenstein,"El Monte, Melby Circle 41",49581
977,1ksh5r7ssz,Thailand,"Atascadero, Dennis Crossing 66",48530
978,lwsftbaq0n,Morocco,"Yorba Linda, Hooker Terrace 57",33352
979,hv080bodus,Macau,"Mission Viejo, Aberg Court 29",6390
980,umf8nszyf8,Guinea-Bissau,"La Quinta, Nova Point 58",36908
981,z849t675kr,Jersey,"Belvedere, Atwood Lane 4",45377
982,t61w196a84,Panama,"Yucca Valley, Logan Junction 65",23246
983,uszi0slqb4,Isle of Man,"Yucca Valley, Stoughton Parkway 1",40569
984,xv9gjumpt2,Gibraltar,"La Mesa, Victoria Drive 56",32377
985,rolhzfeklv,Niue,"Coachella, Bluejay Junction 84",35743
986,fd1uh815pl,Peru,"Riverside, Union Trail 78",10760
987,5hlj21ahnt,Timor-Leste,"Fullerton, Rieder Crossing 84",9218
988,f6lm8nggba,Bolivia,"Yucca Valley, La Follette Plaza 44",46433
989,fqfexbwwjr,Mongolia,"Escalon, Mayfield Pass 94",31459
990,9zyd8kyv0a,Tajikistan,"Sunnyvale, Harper Junction 52",49492
991,u58vit263m,Burkina Faso,"San Carlos, North Plaza 19",21629
992,kfxvqdajjf,Marshall Islands,"Imperial Beach, Blaine Court 60",44543
993,aecll44fwj,Andorra,"Fresno, Toban Junction 49",40641
994,spwngf8pu3,Algeria,"Lafayette, Barby Place 41",57128
995,57x65yhh7o,Sudan,"Buellton, Quincy Trail 17",32389
996,2yd3b4ejzv,Vatican City State (Holy See),"Trinidad, Golf Drive 68",43661
997,fgrzh1cy4k,Argentina,"Union City, Valley Edge Way 29",37374
998,6iw1kxf41y,Senegal,"Calabasas, Westridge Alley 12",37498
999,dby1n7qyar,Pakistan,"Dana Point, Hooker Center 70",10337
1000,emabxd1xsw,Singapore,"Salinas, Dayton Road 50",2423
